Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,Exited
Galloway,526,Germany,Male,61,6,133845.28,2,Yes,45180.8,No
Sochima,631,Spain,Male,38,7,0,2,No,181605.85,No
Wilkins,576,France,Female,29,5,108541.04,1,Yes,126469.09,No
Rice,405,France,Male,39,10,0,1,No,160810.85,Yes
Pope,555,France,Male,30,1,0,2,No,88146.86,No
Romani,750,Spain,Female,37,2,113817.06,1,No,88333.74,No
Ch'ang,665,France,Male,28,8,137300.23,1,No,90174.83,No
Chizuoke,640,Spain,Male,37,5,158024.38,1,No,81298.09,No
Ireland,457,France,Female,33,7,127837.54,1,Yes,60013.17,No
Finch,695,France,Male,36,4,161533,1,No,100940.91,No
Meng,645,France,Male,31,7,161171.7,2,No,12599.94,Yes
Hibbins,647,Spain,Male,32,9,80958.36,1,Yes,128590.73,No
Chung,808,Spain,Male,25,7,0,2,Yes,23180.37,No
Black,641,France,Male,33,2,146193.6,2,Yes,55796.83,Yes
Balashov,700,Spain,Male,29,8,0,2,Yes,152097.02,No
Palmer,660,Germany,Male,26,4,115021.76,1,Yes,162443.05,No
Lea,615,Spain,Male,41,1,126773.43,1,Yes,55551.26,No
Singleton,705,Germany,Female,40,3,92889.91,1,Yes,109496.69,No
Burt,718,France,Male,48,9,0,2,Yes,72105.63,No
Siciliano,754,France,Male,61,5,146622.35,1,Yes,41815.22,Yes
Sun,713,Germany,Male,45,4,131038.14,1,No,74005.04,Yes
Sauve,587,France,Female,46,6,88820.29,1,No,70224.34,No
Thompson,569,Spain,Male,31,1,115406.97,1,No,145528.22,No
Boni,568,France,Female,38,3,132951.92,1,Yes,124486.28,No
Wood,634,Germany,Male,74,5,108891.7,1,No,10078.02,No
Buccho,770,Germany,Female,46,5,141788.63,2,No,164967.21,No
Spencer,676,Spain,Female,64,4,116954.32,1,Yes,91149.48,No
Eidson,723,Germany,Female,47,10,90450,2,No,103379.31,Yes
Hung,614,Germany,Female,39,8,125997.22,1,Yes,128049.34,Yes
Melvin,601,Spain,Female,41,3,0,2,No,54342.83,No
Dawkins,592,France,Male,60,9,0,4,Yes,13614.01,Yes
Rizzo,605,Spain,Female,36,9,0,2,Yes,35521.63,No
Capon,752,Spain,Female,31,4,144637.86,2,No,40496.72,No
Ts'ao,677,France,Female,29,3,86616.35,1,No,91903.9,Yes
Johnstone,850,France,Male,31,8,0,2,No,178667.7,No
Fleming,608,Germany,Female,48,2,127924.25,2,No,32202.61,No
Chang,786,Spain,Female,34,9,0,2,No,117034.32,No
Gibbs,777,France,Female,29,9,131240.61,1,Yes,163746.09,Yes
Rita,667,Spain,Male,31,5,0,2,Yes,20346.69,No
Munro,848,Spain,Male,35,5,120046.74,2,No,84710.65,No
Duncan,486,France,Female,39,8,97819.36,1,Yes,120531.31,No
Okwuadigbo,598,Spain,Female,64,1,62979.93,1,Yes,152273.57,No
McIntosh,506,France,Female,40,3,0,1,Yes,144345.58,No
Ch'iu,612,Germany,Male,46,9,161450.03,1,Yes,96961,Yes
Watt,545,France,Male,30,3,0,2,No,170307.43,No
Udinese,793,France,Male,56,8,119496.25,2,No,29880.99,No
Clark,682,France,Female,30,9,0,2,Yes,195104.91,No
Hsia,517,France,Male,62,1,43772.66,3,No,187756.24,Yes
Obiuto,684,France,Male,32,9,100249.41,2,Yes,67599.69,No
T'ien,692,Spain,Male,46,2,0,2,Yes,105983.09,No
McKenzie,740,France,Female,60,5,108028.08,2,No,25980.42,Yes
Tang,666,Germany,Male,71,1,53013.29,2,Yes,112222.64,No
Tu,693,France,Male,68,2,0,2,Yes,59864.96,No
Tsui,757,Germany,Male,33,1,122088.67,1,No,42581.09,No
Lynch,684,Germany,Male,18,9,90544,1,Yes,4777.23,No
Hung,691,Spain,Male,35,6,0,2,Yes,178038.17,No
Oluchukwu,842,France,Male,44,3,141252.18,4,Yes,128521.16,Yes
Tuan,482,France,Female,35,5,147813.05,2,No,109029.72,No
Lewis,735,France,Male,55,6,134140.68,1,No,2267.88,No
Chidiebere,681,France,Female,63,7,0,2,Yes,55054.48,No
Woolacott,616,France,Female,31,8,0,1,Yes,76456.17,No
Yen,850,France,Female,35,2,128548.49,4,No,75478.95,Yes
Service,635,France,Male,43,10,122198.21,2,Yes,179144.54,No
Lin,638,Germany,Male,42,8,145177.84,1,No,193471.74,Yes
Chuang,820,Spain,Female,31,2,94222.53,,No,103570.8,No
Akhtar,694,Germany,Female,58,1,143212.22,1,No,102628.56,Yes
Faulkner,713,France,Male,41,3,0,2,No,55772.04,No
Liang,543,Germany,Male,41,6,143350.41,1,Yes,192070.16,Yes
Dancy,649,France,Female,41,3,130931.83,1,Yes,144808.37,No
Duigan,777,France,Female,30,4,137851.31,1,No,5008.23,Yes
McLean,561,France,Male,33,6,0,2,No,173680.39,No
Zuyeva,724,Spain,Male,41,5,0,1,Yes,115753.94,No
Hankinson,665,Spain,Female,51,8,0,1,Yes,38928.48,Yes
Wei,441,France,Male,60,1,140614.15,1,Yes,174381.23,No
Afamefula,579,Spain,Male,22,3,118680.57,1,Yes,49829.8,No
Chiang,777,Germany,Male,35,7,122917.69,1,Yes,76169.68,No
Myers,739,France,Female,36,0,0,2,No,133465.57,No
Chinedum,660,France,Male,40,5,131754.11,2,Yes,38761.61,No
Ukaegbunam,554,France,Female,35,8,0,2,Yes,176779.46,No
Akubundu,850,France,Female,24,6,0,2,Yes,13159.9,No
Sal,842,Germany,Female,35,9,119948.09,1,No,48217.97,Yes
Stevenson,785,France,Female,38,1,0,1,No,134964.85,Yes
Sutherland,550,France,Male,25,0,0,2,Yes,184221.11,No
Ts'ao,750,Spain,Female,39,6,0,2,No,19264.33,No
Sung,490,Spain,Female,38,3,97266.1,1,Yes,92797.23,No
Pisani,605,Germany,Male,28,10,113690.83,1,No,33114.24,No
Hs?eh,563,Spain,Female,42,6,99056.22,2,No,154347.95,Yes
Sherrod,675,France,Male,34,8,0,2,Yes,184842.21,No
Holloway,621,Spain,Female,36,7,116338.68,1,Yes,155743.48,No
Newton,850,France,Male,40,6,97339.99,1,Yes,88815.25,No
Kang,711,France,Male,41,3,0,2,Yes,193747.57,No
Walton,549,Germany,Female,55,1,137592.31,2,Yes,116548.02,Yes
Bradley,764,Germany,Male,34,6,108760.27,2,No,166324.79,Yes
Watkins,627,Germany,Male,30,3,128770.88,2,Yes,40199.01,No
Tien,850,France,Female,34,2,0,2,No,51919.04,No
Davide,614,Spain,Female,36,1,44054.84,1,Yes,73329.08,No
Milne,685,Germany,Female,44,2,119657.53,1,No,145387.05,Yes
Barling,683,Germany,Female,49,7,108797.63,2,No,140763.18,No
Barnett,643,Spain,Male,35,2,0,2,No,67979.35,No
Ellis,561,Germany,Female,49,1,102025.32,1,No,133051.64,Yes
Hsia,601,Spain,Female,20,9,122446.61,2,No,86791.9,No
Chukwujamuike,766,France,Female,27,7,158786.67,2,Yes,47579.25,No
Venables,699,France,Male,29,3,125689.29,,Yes,151623.71,No
Hsia,850,Germany,Male,29,1,154640.41,1,Yes,164039.51,No
Alexander,792,Germany,Female,50,4,146710.76,1,No,16528.4,Yes
Yuan,636,Germany,Male,67,7,136709.35,1,Yes,66753.1,Yes
Johnston,850,Germany,Male,43,5,129305.09,2,Yes,19244.58,No
Hobler,628,Spain,Male,40,10,0,2,No,103832.58,No
Jamieson,736,France,Female,63,10,0,2,Yes,502.7,No
Macleod,711,France,Female,21,0,82844.33,2,Yes,1408.68,No
Norris,583,Spain,Female,22,2,0,2,Yes,5985.36,No
Pirozzi,757,France,Male,46,0,0,2,No,37460.05,No
Folliero,749,Germany,Female,33,10,76692.22,1,Yes,30396.43,No
Russell,705,France,Male,34,7,117715.84,1,No,2498.67,No
Hsiung,585,France,Male,54,8,87105.32,1,Yes,55346.14,No
Tate,437,France,Female,43,6,0,1,No,148330.97,Yes
Davis,741,France,Female,64,2,69311.16,1,Yes,59237.72,No
Bair,738,France,Male,26,9,0,2,Yes,48644.94,No
Drury,586,Spain,Female,33,10,66948.67,2,Yes,140759.03,No
Padovano,627,France,Female,57,9,0,2,Yes,107712.42,No
Conway,551,Spain,Male,76,2,128410.71,2,Yes,181718.73,No
Waters,606,Germany,Male,38,3,99897.53,1,No,37054.65,No
Kang,674,France,Male,22,3,0,1,Yes,173940.59,No
Martin,584,Germany,Female,31,6,152622.34,1,No,99298.8,No
Ugochukwutubelum,590,France,Male,40,8,0,2,No,62933.03,No
Burns,585,France,Male,56,4,138227.19,2,Yes,55287.84,No
Genovese,508,France,Female,25,2,111395.53,1,Yes,48197.06,No
Beale,458,Germany,Male,44,7,84386.57,1,No,178642.73,No
Cherkasova,692,France,Female,36,3,0,2,Yes,8282.22,No
Coles,502,Germany,Male,33,5,174673.65,2,No,33300.56,No
Potter,518,France,Male,46,3,0,2,No,76515.79,No
McMinn,660,Germany,Male,46,5,109019.65,2,Yes,33680.56,No
Bergamaschi,698,Germany,Female,52,1,107906.75,1,No,168886.39,Yes
Chijindum,678,France,Male,54,7,128914.97,1,No,191746.23,Yes
Ch'iu,773,Spain,Male,63,9,111179.83,1,Yes,93091.02,No
Yusupova,619,Germany,Female,52,8,124099.13,1,No,23904.52,No
Davis,684,Germany,Male,59,9,122471.09,1,Yes,15807.07,No
Iadanza,635,France,Male,34,3,134692.4,2,Yes,83773.02,No
Jordan,680,France,Female,25,4,123816.5,1,Yes,90162.35,No
Kruglova,608,Germany,Male,34,3,106288.54,1,Yes,36639.25,No
Echezonachukwu,603,Germany,Female,55,7,127723.25,2,No,139469.11,Yes
Hajek,579,Spain,Male,43,2,145843.82,1,Yes,198402.37,Yes
Welch,756,Germany,Female,34,2,148200.72,,No,194584.48,No
Vinogradoff,611,France,Male,30,2,104145.65,1,No,159629.64,No
Hung,532,Germany,Male,24,8,142755.25,1,No,34231.48,No
Okwudiliolisa,684,Germany,Female,63,3,81245.79,1,No,69643.31,Yes
Mays,647,Germany,Female,33,3,168560.46,2,No,90270.16,No
Gardner,583,France,Male,38,8,0,1,No,47848.56,No
Mamelu,774,Germany,Male,42,2,132193.94,2,Yes,162865.52,No
Ross,677,France,Male,58,9,0,1,Yes,168650.4,No
Barese,542,Germany,Male,25,8,139330.1,1,No,54372.37,No
Swayne,613,Spain,Male,29,0,0,2,Yes,133897.32,No
Phillips,666,France,Male,40,5,0,2,No,147878.05,No
Manfrin,777,France,Female,28,2,134571.5,1,Yes,118313.38,No
Tan,581,Germany,Male,50,2,143829.2,2,No,181224.24,Yes
Adams,705,France,Male,32,7,0,2,No,7921.57,No
Teng,673,France,Female,44,8,133444.97,1,Yes,5708.19,No
Chinwendu,594,Germany,Female,23,4,104753.84,2,No,56756.52,Yes
Davison,648,Germany,Female,51,2,116574.84,1,No,4121.04,Yes
Hsing,605,France,Male,41,10,0,2,Yes,97213.09,No
Castro,734,France,Female,40,9,176914.8,1,Yes,12799.23,No
Parkin,572,France,Female,36,8,68348.18,2,Yes,50400.32,No
Manna,595,France,Female,33,9,0,2,Yes,41447.86,No
Fennescey,749,France,Male,42,2,56726.83,2,Yes,185543.35,No
Colon,573,Spain,Male,46,3,65269.23,1,Yes,189988.65,Yes
Yeh,624,Spain,Male,33,6,66220.17,1,Yes,170819.01,No
Bergamaschi,703,France,Male,56,9,0,1,No,85547.33,Yes
Matveyeva,665,France,Female,41,8,96147.55,1,No,137037.97,No
Ignatyeva,648,France,Male,42,4,0,2,No,19283.14,No
Lederer,850,Spain,Male,48,2,0,1,No,169425.3,Yes
Nwabugwu,569,Germany,Female,32,8,145330.43,1,Yes,132038.65,No
Abramowitz,566,France,Female,21,3,0,2,Yes,3626.47,No
Chapman,537,Germany,Female,47,4,124192.28,2,Yes,50881.51,No
Fiorentino,706,Germany,Female,46,7,111288.18,1,Yes,149170.25,Yes
Cecil,734,France,Male,43,7,107805.67,1,No,182505.68,No
Ikechukwu,586,Germany,Female,36,5,103700.69,1,No,194072.56,Yes
Allen,612,France,Female,38,1,0,2,Yes,9209.21,No
Kao,648,France,Male,34,0,0,1,Yes,167931.81,No
Hart,557,France,Female,27,3,87739.08,1,Yes,123096.56,No
Charlton,643,Spain,Female,20,0,133313.34,1,Yes,3965.69,No
Turnbull,433,France,Female,49,10,0,1,Yes,87711.61,No
Manners,643,Germany,Male,41,7,154902.66,1,Yes,49667.28,No
Chiazagomekpere,488,France,Female,36,0,0,2,No,136675.22,No
Lavrentyev,758,Germany,Male,68,6,112595.85,1,No,35865.44,Yes
Wallace,743,Germany,Male,39,3,119695.75,1,Yes,26136.13,No
Miller,730,France,Female,47,7,0,1,No,33373.26,Yes
Bazhenov,746,Spain,Male,49,7,0,2,Yes,10096.25,No
Ifesinachi,666,Germany,Female,59,8,152614.51,2,Yes,188782.3,No
Ma,580,Germany,Female,33,7,131647.01,2,No,79775.19,No
Chu,850,France,Male,27,6,96654.72,2,No,152740.16,No
Kerr,563,France,Male,22,3,137583.04,1,Yes,5791.85,No
Wynne,766,Germany,Female,28,3,62717.84,2,Yes,13182.43,No
Moon,659,France,Male,32,9,95377.13,1,Yes,187551.24,No
Disher,607,Spain,Male,28,1,135936.1,,Yes,110560.14,No
Cattaneo,644,Germany,Male,35,5,161591.11,3,Yes,63795.62,No
Beluchi,746,France,Male,47,8,142382.03,1,Yes,62086.62,No
Mazzi,588,Spain,Male,33,2,0,2,Yes,12483.56,No
Ifeajuna,691,Spain,Male,30,9,0,2,Yes,10963.04,No
Howe,666,France,Female,38,6,127043.09,1,Yes,8247,No
Yocum,640,Spain,Female,46,3,0,1,Yes,156260.08,No
Moore,611,Germany,Female,29,4,78885.88,2,Yes,26927.69,No
Y?an,651,Spain,Female,45,8,95922.9,1,No,84782.42,Yes
Chinweuba,529,France,Female,29,8,0,2,No,19842.11,No
Lowrie,676,France,Female,36,3,91711.59,1,Yes,95393.43,No
Shen,639,Germany,Female,46,10,110031.09,2,Yes,133995.59,No
Lavarack,782,France,Male,36,5,81210.72,2,Yes,108003.38,No
Davide,641,Germany,Male,32,5,122947.92,1,Yes,99154.86,No
Gomes,697,France,Female,38,1,182065.85,1,No,49503.5,No
Matveyeva,623,France,Male,45,0,0,1,No,196533.72,Yes
Fiorentino,494,Spain,Female,41,2,69974.66,2,No,188426.13,Yes
Eberechukwu,731,France,Female,38,10,123711.73,2,No,171340.68,Yes
Gibney,657,France,Male,44,6,76495.04,1,No,79071.89,No
Virgo,744,France,Female,38,9,0,2,No,20940.76,No
Kulikova,774,Spain,Male,46,9,0,2,Yes,34774.26,No
Liu,850,Germany,Female,45,1,121874.89,1,No,6865.41,Yes
Kao,551,France,Female,45,6,0,2,Yes,51143.43,No
Foran,638,France,Male,36,6,188455.19,1,No,47031.4,Yes
Jones,792,France,Female,42,0,99045.93,2,No,47160.01,No
Fowler,666,France,Female,36,8,0,1,Yes,158666.99,No
Conti,716,Germany,Female,30,2,205770.78,2,No,65464.66,No
Stephenson,594,France,Female,31,0,79340.95,1,No,78255.86,No
Willis,600,Germany,Male,57,9,138456.03,2,Yes,103548.25,No
Ts'ui,565,France,Male,49,7,0,2,Yes,89609.26,No
Chibuzo,678,Germany,Male,48,2,101099.9,2,Yes,193476.04,No
Fang,648,Spain,Female,31,5,0,2,Yes,5199.02,No
Wyckoff,642,France,Male,40,8,109219.83,1,No,52827.51,No
Muir,706,Germany,Male,67,1,123276.69,2,Yes,86507.88,Yes
Halpern,668,Spain,Male,43,10,113034.31,1,Yes,100423.88,No
Flynn,635,Spain,Male,41,1,0,2,No,175611.5,No
Shao,603,Spain,Male,30,6,129548.5,2,Yes,19282.85,No
Soares,635,France,Female,72,4,74812.84,1,Yes,27448.33,No
Gallo,642,France,Female,40,7,0,2,No,183963.34,No
Lei,785,Spain,Female,54,1,0,2,No,45113.92,Yes
Daniels,628,Germany,Female,28,3,153538.13,2,No,110776.01,No
Kenechi,499,France,Female,38,9,0,2,Yes,183042.2,No
Singleton,567,Spain,Male,34,10,0,2,Yes,161571.79,No
Williams,449,Spain,Male,32,0,155619.36,1,Yes,166692.03,No
Greece,701,Spain,Male,35,10,159693.9,2,Yes,71173.64,No
Olisanugo,613,Spain,Male,37,3,171653.17,1,Yes,5353.12,No
Padovano,683,Germany,Female,39,2,47685.47,2,Yes,86019.48,No
Rossi,581,France,Male,35,4,0,2,Yes,86383.82,No
Grant,620,France,Male,61,5,0,1,No,31641.52,Yes
Ebelegbulam,561,Spain,Male,28,6,123692,1,Yes,70548.96,No
Mitchell,558,Germany,Male,26,1,148853.29,2,Yes,24411.02,No
Buckley,642,France,Male,35,2,133161.95,1,Yes,122254.86,No
Repina,805,Germany,Male,24,6,143221.35,2,No,186035.72,No
Ellis,687,France,Male,35,9,0,2,Yes,73133.82,No
Douglas,695,Spain,Male,56,1,0,,No,187734.49,Yes
Becher,562,France,Male,33,6,0,2,No,111590.35,No
Nwachukwu,613,Germany,Male,38,9,126265.88,2,No,15859.95,No
Smith,589,France,Male,37,5,0,1,No,61324.87,No
Aksyonov,593,Spain,Male,31,8,112713.34,1,Yes,176868.89,No
Artyomova,714,France,Male,34,5,141173.03,1,Yes,98896.06,No
Medvedeva,588,Spain,Female,35,7,0,2,Yes,108739.15,No
Tsui,679,Spain,Male,39,6,0,2,No,12266.06,No
Runyon,730,Spain,Male,38,5,118866.36,1,Yes,163317.5,No
Gallo,833,France,Male,47,2,0,2,Yes,182247.77,No
Bradshaw,586,Spain,Female,33,7,0,2,Yes,168261.4,No
Evans,567,Spain,Female,54,5,92316.31,2,No,158590.66,Yes
Hancock,637,Germany,Male,30,1,122185.53,1,No,102566.46,Yes
Butler,711,France,Male,38,4,123345.85,1,No,141827.83,No
Bradshaw,828,France,Male,30,4,73070.18,2,No,161671.15,No
Bergamaschi,500,Spain,Male,38,7,0,2,No,192013.23,No
Ebelegbulam,807,France,Male,47,1,95120.59,1,No,127875.1,No
Greco,850,France,Male,40,8,102800.65,1,No,60811.56,No
Lucas,782,France,Female,70,7,97072.42,1,Yes,131177.22,No
Barber,629,Spain,Male,31,6,132876.55,1,Yes,130862.11,No
Dobbs,582,Spain,Male,33,6,0,2,Yes,72970.93,No
Thomson,468,France,Male,22,2,0,2,No,28123.99,No
Su,670,France,Male,36,3,0,1,No,140754.19,Yes
Watkins,805,France,Male,39,2,0,1,No,166650.32,No
Ch'ien,720,France,Male,26,10,51962.91,2,No,45507.24,No
Monds,781,Spain,Female,29,6,98759.89,1,No,112202.64,No
McClemans,592,Germany,Male,33,2,156570.86,1,Yes,37140.2,No
Shen,542,France,Female,42,1,0,1,Yes,178256.58,Yes
Gallo,532,France,Male,42,1,159024.71,1,No,100982.93,Yes
Foveaux,520,France,Female,39,1,73493.17,1,Yes,109626.13,Yes
Longo,759,France,Female,45,8,0,2,Yes,99251.24,No
Calabresi,473,France,Female,35,6,69617.36,1,No,143345.69,No
Randall,639,Spain,Female,35,5,136526.26,2,No,59653.03,No
Garcia,705,France,Male,25,3,113736.27,1,Yes,196864.61,No
Sullivan,530,France,Male,52,1,106723.28,1,No,109960.4,Yes
Higgins,516,Germany,Female,33,10,138847.9,1,Yes,127256.7,No
Crawford,850,France,Female,40,0,0,2,No,1099.95,No
Martin,746,Germany,Female,33,2,107868.14,2,Yes,146192.4,No
Currey,622,Germany,Male,33,3,96926.12,2,No,48553.77,No
Teng,743,France,Male,30,7,77599.23,1,No,144407.1,No
Austin,732,Germany,Male,38,5,178787.54,1,Yes,195760.53,No
Hudson,850,France,Male,81,5,0,2,Yes,44827.47,No
Ts'ui,850,Germany,Female,34,3,129668.43,2,Yes,88743.99,No
Hancock,686,France,Male,34,6,146178.13,2,Yes,88837.11,No
Nicholas,556,France,Female,40,8,0,2,No,62112.7,No
Napolitano,673,France,Male,37,4,0,2,No,163563.07,No
Jamieson,809,France,Female,38,2,154763.21,2,Yes,174800.31,No
Foster,634,Germany,Female,56,3,116251.24,1,Yes,42429.88,Yes
Moretti,630,France,Male,37,6,0,2,Yes,82647.65,No
Chiedozie,564,Germany,Female,30,0,100954.88,2,No,134175.15,No
Okwukwe,625,France,Female,51,4,124620.01,2,No,92243.94,Yes
Lumholtz,677,Spain,Female,34,4,0,2,Yes,6175.53,No
Rose,583,France,Male,40,9,112701.04,1,No,29213.63,No
Wan,592,Spain,Male,45,8,84692.5,1,Yes,67214.02,No
De Bernales,637,Germany,Male,49,2,108204.52,1,No,169037.84,Yes
Ch'eng,850,France,Male,30,6,86449.39,1,Yes,188809.23,No
Edmondson,633,Spain,Male,42,10,0,1,Yes,79408.17,No
Ch'ien,751,Germany,Male,36,5,73194.99,1,Yes,89222.66,No
Millar,592,Germany,Male,31,7,124593.23,1,No,86079.67,No
Dickson,716,Germany,Male,50,2,119655.77,1,Yes,12944.17,Yes
Toscani,641,Germany,Male,42,3,121765.37,2,Yes,166516.84,No
Pan,849,France,Male,35,4,110837.73,1,No,126419.8,No
Chigozie,647,Spain,Male,47,10,99835.17,1,Yes,89103.05,No
Sagese,608,Germany,Female,30,2,91057.37,2,No,132973.17,No
Reilly,555,France,Female,26,7,0,2,No,93122.41,No
Taylor,497,Spain,Male,27,7,149400.27,1,No,167522.19,No
Yen,599,Germany,Male,38,9,89111.63,1,No,157239.6,No
Kapustin,545,Germany,Male,33,1,132527.9,2,Yes,107429.71,No
Singh,774,France,Female,36,9,114997.42,1,No,75304.09,No
Yeh,464,France,Male,46,6,161798.53,1,No,182944.47,No
Genovese,696,Germany,Female,27,2,96129.32,2,Yes,5983.7,No
Boyle,667,Spain,Male,45,3,0,2,No,163655.01,No
Blair,812,France,Male,32,5,133050.97,2,No,89385.92,No
Okagbue,516,France,Male,51,8,120124.35,2,Yes,168773.54,No
Khan,645,France,Male,39,8,0,2,No,96864.36,No
Robertson,664,Spain,Male,32,5,133705.74,1,No,134455.84,No
Tikhonov,427,Spain,Female,39,9,0,2,No,28368.37,No
MacDonald,685,France,Female,40,7,0,2,No,103898.59,No
Ah Mouy,585,France,Female,33,4,152805.05,1,No,63239.65,No
Barese,519,Germany,Female,21,1,151701.45,3,Yes,170138.68,Yes
Winter-Irving,708,France,Female,67,1,0,2,Yes,3837.08,No
Wilson,717,France,Female,22,5,112465.06,1,Yes,92977.75,No
Fiorentino,465,Germany,Male,24,6,156007.09,1,No,191368.37,No
Iloerika,829,Germany,Male,28,3,132405.52,3,No,104889.2,Yes
Davison,826,France,Male,26,5,142662.68,1,No,60285.3,No
Hamilton,747,Germany,Male,36,8,102603.3,2,Yes,180693.61,No
Nnachetam,707,Spain,Male,32,9,0,2,No,126475.79,No
Blue,590,Spain,Male,37,1,0,2,No,133535.99,No
Madukwe,603,Spain,Male,57,6,105000.85,2,Yes,87412.24,Yes
Mills,615,France,Male,45,5,0,2,Yes,164886.64,No
Ferrari,634,France,Female,36,1,69518.95,1,No,116238.39,No
Nixon,716,Germany,Male,41,8,126145.54,2,Yes,138051.19,No
Manfrin,647,France,Male,41,4,138937.35,,Yes,101617.64,Yes
McCartney,591,Germany,Female,44,10,113581.98,1,No,1985.41,No
Robinson,574,France,Male,34,1,112572.39,1,No,165626.6,No
Nkemdirim,467,Germany,Male,51,10,114514.71,2,No,177784.68,Yes
Sal,701,France,Female,35,2,0,2,Yes,65765.22,No
Kao,747,France,Female,34,10,0,2,Yes,50759.8,No
Ikechukwu,650,France,Male,32,2,84906.45,1,No,163216.48,No
Hargreaves,731,Spain,Female,39,2,126816.18,1,Yes,74850.93,No
Sievier,638,Germany,Female,26,1,105249.76,2,Yes,23491.09,No
Murphy,569,Spain,Male,41,2,0,2,No,134272.57,No
Munro,459,Germany,Male,50,5,109387.9,1,No,155721.15,No
Donnelly,632,Germany,Male,23,3,122478.51,1,No,147230.77,Yes
North,683,France,Female,73,8,137732.23,2,Yes,133210.44,No
Cruz,850,France,Female,46,2,157866.77,1,Yes,18986.12,No
Sinclair,512,France,Female,41,6,0,1,Yes,100507.81,No
Vasiliev,616,France,Female,31,3,136789.14,1,No,59346.4,Yes
Vasilyeva,664,France,Male,36,1,0,2,Yes,95372.64,No
Hamilton,694,France,Male,30,10,144684.03,1,Yes,31805.49,No
Sung,655,France,Male,24,9,107065.31,1,Yes,51959.82,No
Genovesi,607,France,Female,33,8,91301.72,1,Yes,130824.57,No
Atkinson,684,Spain,Male,39,4,207034.96,2,No,157694.76,Yes
Watterston,763,Spain,Male,37,8,0,2,Yes,933.38,No
Butters,671,Spain,Male,50,8,0,1,Yes,2560.11,No
Chien,592,Spain,Male,38,3,0,1,Yes,12905.89,Yes
Gorbunova,666,Spain,Female,36,6,0,2,No,176692.87,No
Bulgakov,667,France,Male,34,5,0,2,Yes,102908.63,No
Steele,850,Spain,Male,36,6,0,2,Yes,41291.05,No
Polyakova,622,Spain,Male,42,9,0,2,No,119127.06,No
Bull,577,France,Female,30,8,92472.1,2,Yes,126434.61,No
Weaver,555,Spain,Male,21,1,0,2,No,103901.35,No
Earl,547,France,Male,62,10,127738.75,2,Yes,85153,No
Giordano,613,Germany,Female,50,5,101242.98,2,No,12493.61,No
Begg,672,France,Female,43,4,92599.55,2,Yes,167336.78,No
Pickering,624,Spain,Female,36,10,0,2,Yes,186180.42,No
Fanucci,698,Spain,Female,50,1,0,4,No,88566.9,Yes
Chang,606,France,Male,37,6,82373.94,1,No,172526.9,Yes
Sopuluchi,720,Spain,Male,31,4,141356.47,1,No,137985.69,No
Martin,835,France,Male,23,9,0,1,No,19793.73,Yes
McNaughtan,771,Spain,Female,47,3,72664,2,Yes,107874.39,No
Stewart,811,France,Female,47,3,123365.34,2,No,171995.34,No
Reagan,734,Germany,Male,33,5,121898.58,1,No,61829.89,No
Heller,548,Spain,Male,33,6,0,1,Yes,31728.35,No
Nwokeocha,652,France,Female,31,3,103696.97,3,No,155221.05,Yes
Liu,707,France,Male,33,2,0,2,No,130866.95,No
Sokolova,605,Germany,Female,56,1,74129.18,2,Yes,62199.78,Yes
Bancroft,623,France,Female,34,9,0,1,No,24255.21,No
Nnanna,686,Germany,Male,29,3,185379.02,1,No,64679.07,No
Trevisani,525,Germany,Female,47,1,118087.68,1,No,88120.78,Yes
Nwachinemelu,657,Spain,Male,41,8,109402.13,1,Yes,66463.62,No
Ting,730,Germany,Female,33,7,130367.87,1,No,15142.1,Yes
Lo Duca,816,Germany,Female,34,2,108410.87,2,No,102908.91,No
Marshall,484,France,Female,50,2,90408.16,2,No,48170.57,No
Band,728,France,Female,34,6,90425.15,2,Yes,11597.69,No
Ferri,730,Spain,Female,39,6,140094.59,1,No,172450.04,Yes
Carter,477,Spain,Male,31,9,0,2,Yes,184061.17,No
Wilson,663,Germany,Female,46,6,95439.4,1,Yes,21038.58,Yes
Connor,549,Germany,Male,34,6,204017.4,2,No,109538.35,No
Reid,714,Spain,Male,29,9,0,2,No,129192.55,No
Sandefur,430,Germany,Male,49,3,137115.16,1,No,146516.86,Yes
Bidwill,504,Germany,Male,43,5,134740.19,2,No,181430.91,No
Cone,530,France,Female,29,5,0,2,No,121451.21,No
Saunders,619,Germany,Male,29,4,98955.87,1,Yes,131712.51,No
Liardet,617,Germany,Male,44,9,49157.09,2,No,53294.17,No
Wilkes,791,Germany,Male,31,1,130240.33,1,No,96546.55,No
Martin,609,France,Male,48,1,108019.27,3,Yes,184524.65,Yes
Boni,780,Germany,Male,51,4,126725.25,1,No,195259.31,Yes
Patel,777,Germany,Female,34,5,96693.66,1,Yes,172618.52,No
Howell-Price,817,Germany,Female,27,7,129810.6,1,Yes,59259.44,No
Simpson,850,France,Male,58,8,156652.13,1,No,25899.21,Yes
Rowland,732,France,Female,36,9,0,1,No,3749,Yes
Barnard,693,France,Male,40,4,130661.96,1,Yes,101918.96,No
Nnonso,576,France,Female,50,8,0,2,Yes,57802.62,No
Rossi,643,France,Male,37,6,0,2,No,142454.77,No
